context: TS response:	Earth? Is that Earth?
context: No! It's just regular coral!\Since when does coral move like that?!\Naru!\Hey! What are you all standing around looking at?!\What are you trying to do?!\Don't you point a gun at a kid!\This is a matter of internationa\Let go! response:	I applaud you, Naru.
context: Since when does coral move like that?!\Naru!\Hey! What are you all standing around looking at?!\What are you trying to do?!\Don't you point a gun at a kid!\This is a matter of internationa\Let go!\I applaud you, Naru. response:	Your timing is perfect too.
context: Naru!\Hey! What are you all standing around looking at?!\What are you trying to do?!\Don't you point a gun at a kid!\This is a matter of internationa\Let go!\I applaud you, Naru.\Your timing is perfect too. response:	Looks like you've become a lot more perceptive while I was away.
context: Hey! What are you all standing around looking at?!\What are you trying to do?!\Don't you point a gun at a kid!\This is a matter of internationa\Let go!\I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away. response:	Yeah. I understand you as well.
context: What are you trying to do?!\Don't you point a gun at a kid!\This is a matter of internationa\Let go!\I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well. response:	It's just like in my dream.
context: Don't you point a gun at a kid!\This is a matter of internationa\Let go!\I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream. response:	Naru...
context: This is a matter of internationa\Let go!\I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream.\Naru... response:	You're Eureka?
context: Let go!\I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream.\Naru...\You're Eureka? response:	Please help Ao.
context: I applaud you, Naru.\Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream.\Naru...\You're Eureka?\Please help Ao. response:	He's on a mission to destroy the Scub Coral.
context: Your timing is perfect too.\Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream.\Naru...\You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral. response:	Eureka...
context: Looks like you've become a lot more perceptive while I was away.\Yeah. I understand you as well.\It's just like in my dream.\Naru...\You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka... response:	You're in the way.
context: Yeah. I understand you as well.\It's just like in my dream.\Naru...\You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way. response:	It won't go as you want it.
context: It's just like in my dream.\Naru...\You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way.\It won't go as you want it. response:	That Mark I...
context: Naru...\You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way.\It won't go as you want it.\That Mark I... response:	Is that the one from earlier on?
context: You're Eureka?\Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way.\It won't go as you want it.\That Mark I...\Is that the one from earlier on? response:	Eureka?
context: Please help Ao.\He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way.\It won't go as you want it.\That Mark I...\Is that the one from earlier on?\Eureka? response:	No...
context: He's on a mission to destroy the Scub Coral.\Eureka...\You're in the way.\It won't go as you want it.\That Mark I...\Is that the one from earlier on?\Eureka?\No... response:	Ao, come with me!
context: Eureka...\You're in the way.\It won't go as you want it.\That Mark I...\Is that the one from earlier on?\Eureka?\No...\Ao, come with me! response:	Naru, what are you doing?!
context: You're in the way.\It won't go as you want it.\That Mark I...\Is that the one from earlier on?\Eureka?\No...\Ao, come with me!\Naru, what are you doing?! response:	That's not yours!
context: It won't go as you want it.\That Mark I...\Is that the one from earlier on?\Eureka?\No...\Ao, come with me!\Naru, what are you doing?!\That's not yours! response:	I can fly IFOs as well.
context: That Mark I...\Is that the one from earlier on?\Eureka?\No...\Ao, come with me!\Naru, what are you doing?!\That's not yours!\I can fly IFOs as well. response:	You don't have to strain yourself!
context: Is that the one from earlier on?\Eureka?\No...\Ao, come with me!\Naru, what are you doing?!\That's not yours!\I can fly IFOs as well.\You don't have to strain yourself! response:	I'll protect you.
context: Eureka?\No...\Ao, come with me!\Naru, what are you doing?!\That's not yours!\I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you. response:	Ao...
context: No...\Ao, come with me!\Naru, what are you doing?!\That's not yours!\I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you.\Ao... response:	I wanted to fly together with you.
context: Ao, come with me!\Naru, what are you doing?!\That's not yours!\I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you.\Ao...\I wanted to fly together with you. response:	Not to be embraced by you.
context: Naru, what are you doing?!\That's not yours!\I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you.\Ao...\I wanted to fly together with you.\Not to be embraced by you. response:	Truth!
context: That's not yours!\I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you.\Ao...\I wanted to fly together with you.\Not to be embraced by you.\Truth! response:	Why...
context: I can fly IFOs as well.\You don't have to strain yourself!\I'll protect you.\Ao...\I wanted to fly together with you.\Not to be embraced by you.\Truth!\Why... response:	Why are you doing this, Naru?
context: You don't have to strain yourself!\I'll protect you.\Ao...\I wanted to fly together with you.\Not to be embraced by you.\Truth!\Why...\Why are you doing this, Naru? response:	Next time in Eureka Seven AO.
context: I'll protect you.\Ao...\I wanted to fly together with you.\Not to be embraced by you.\Truth!\Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO. response:	Ao suffers as the words his mother left behind toss him about.
context: Ao...\I wanted to fly together with you.\Not to be embraced by you.\Truth!\Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about. response:	But as the balance breaks, the world accelerates,
context: I wanted to fly together with you.\Not to be embraced by you.\Truth!\Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates, response:	throwing the children into a fierce battle,
context: Not to be embraced by you.\Truth!\Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle, response:	and forcing the adults to make cruel decisions.
context: Truth!\Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions. response:	Eureka Seven AO, episode fifteen: Warhead.
context: Why...\Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead. response:	Listen to the voices of the children of the stars.
context: Why are you doing this, Naru?\Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars. response:	Starfire
context: Next time in Eureka Seven AO.\Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire response:	Preview
context: Ao suffers as the words his mother left behind toss him about.\But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire\Preview response:	Signs: Cabinet Office
context: But as the balance breaks, the world accelerates,\throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire\Preview\Signs: Cabinet Office response:	hikaru suiheisen
context: throwing the children into a fierce battle,\and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire\Preview\Signs: Cabinet Office\hikaru suiheisen response:	Just over the bright horizon,
context: and forcing the adults to make cruel decisions.\Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire\Preview\Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon, response:	hajimari to owari no
context: Eureka Seven AO, episode fifteen: Warhead.\Listen to the voices of the children of the stars.\Starfire\Preview\Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no response:	where the beginning and the end
context: Listen to the voices of the children of the stars.\Starfire\Preview\Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end response:	tokeau soko wa
context: Starfire\Preview\Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa response:	melt into one,
context: Preview\Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one, response:	namida no furusato na no
context: Signs: Cabinet Office\hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no response:	lies the homeland of tears
context: hikaru suiheisen\Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears response:	furueteru te de
context: Just over the bright horizon,\hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de response:	I've already pocketed
context: hajimari to owari no\where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed response:	shinjirareru mono
context: where the beginning and the end\tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono response:	my trembling hand
context: tokeau soko wa\melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand response:	poketto ni tsumekonda
context: melt into one,\namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda response:	which holds my beliefs
context: namida no furusato na no\lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs response:	kanata de yurameiteru shinkirou
context: lies the homeland of tears\furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou response:	A mirage shimmers in the distance
context: furueteru te de\I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance response:	sora miagereba
context: I've already pocketed\shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba response:	I look to the sky
context: shinjirareru mono\my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky response:	michibiitekureru you na
context: my trembling hand\poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na response:	hoping it will show me the way
context: poketto ni tsumekonda\which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way response:	natsukashikute atsui hikari wo kureru
context: which holds my beliefs\kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru response:	And it gives off a familiar, warm light
context: kanata de yurameiteru shinkirou\A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light response:	anata wa chiisaku te wo furu yo
context: A mirage shimmers in the distance\sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo response:	You wave at me faintly
context: sora miagereba\I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly response:	ikanakucha
context: I look to the sky\michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha response:	I must go
context: michibiitekureru you na\hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go response:	mou nakanai yo shangurira
context: hoping it will show me the way\natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira response:	Don't cry anymore because Shangri-La,
context: natsukashikute atsui hikari wo kureru\And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La, response:	aratana sekai he to daibu shiyou
context: And it gives off a familiar, warm light\anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou response:	a new world, is waiting for us
context: anata wa chiisaku te wo furu yo\You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us response:	aoiro ni dakareta boku wa
context: You wave at me faintly\ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa response:	As I'm embraced by its blue...
context: ikanakucha\I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue... response:	kono mune no takanari to tomo ni
context: I must go\mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni response:	My heart beats loudly
context: mou nakanai yo shangurira\Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly response:	futashikana*
context: Don't cry anymore because Shangri-La,\aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana* response:	*T/L Note: I'm so uncertain
context: aratana sekai he to daibu shiyou\a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain response:	*T/L Note: I'm so uncertain
context: a new world, is waiting for us\aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain response:	boku no sekai ga ima*
context: aoiro ni dakareta boku wa\As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima* response:	*T/L Note: In the blink of an eye,
context: As I'm embraced by its blue...\kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye, response:	*T/L Note: In the blink of an eye,
context: kono mune no takanari to tomo ni\My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye, response:	mabataku ma ni kawari- hajimete hirogaru*
context: My heart beats loudly\futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru* response:	*T/L Note: my whole world started changing and opening up.
context: futashikana*\*T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up. response:	*T/L Note: my whole world started changing and opening up.
context: *T/L Note: I'm so uncertain\*T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up. response:	ano hi mitsuketa yume no tsuzuki wa doko*
context: *T/L Note: I'm so uncertain\boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko* response:	*T/L Note: That day, I found out where my dream continues
context: boku no sekai ga ima*\*T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues response:	*T/L Note: That day, I found out where my dream continues
context: *T/L Note: In the blink of an eye,\*T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues response:	sugu ni sagashite miseru yo*
context: *T/L Note: In the blink of an eye,\mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo* response:	*T/L Note: I'll show you its sequel now
context: mabataku ma ni kawari- hajimete hirogaru*\*T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now response:	*T/L Note: I'll show you its sequel now
context: *T/L Note: my whole world started changing and opening up.\*T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now response:	ima mo boku dake wa oboeteirun da*
context: *T/L Note: my whole world started changing and opening up.\ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da* response:	*T/L Note: Right now, I'm the only one who still remembers
context: ano hi mitsuketa yume no tsuzuki wa doko*\*T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers response:	*T/L Note: Right now, I'm the only one who still remembers
context: *T/L Note: That day, I found out where my dream continues\*T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers response:	natsukashii nukumori*
context: *T/L Note: That day, I found out where my dream continues\sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori* response:	*T/L Note: that familiar warmth
context: sugu ni sagashite miseru yo*\*T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth response:	*T/L Note: that familiar warmth
context: *T/L Note: I'll show you its sequel now\*T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth response:	saa mou ikou ka*
context: *T/L Note: I'll show you its sequel now\ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka* response:	*T/L Note: Now let's get going
context: ima mo boku dake wa oboeteirun da*\*T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going response:	*T/L Note: Now let's get going
context: *T/L Note: Right now, I'm the only one who still remembers\*T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going response:	machiu- keteru unmei ni*
context: *T/L Note: Right now, I'm the only one who still remembers\natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni* response:	*T/L Note: I was frozen with fear
context: natsukashii nukumori*\*T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear response:	*T/L Note: I was frozen with fear
context: *T/L Note: that familiar warmth\*T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear response:	tachisukumi obieteta*
context: *T/L Note: that familiar warmth\saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta* response:	*T/L Note: thinking of the fate that awaited me
context: saa mou ikou ka*\*T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me response:	*T/L Note: thinking of the fate that awaited me
context: *T/L Note: Now let's get going\*T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me response:	mou kess- hite mayo- wanai you ni*
context: *T/L Note: Now let's get going\machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni* response:	*T/L Note: I'll become so strong that I won't
context: machiu- keteru unmei ni*\*T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't response:	*T/L Note: I'll become so strong that I won't
context: *T/L Note: I was frozen with fear\*T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't response:	tsuyoku natte yuku yo*
context: *T/L Note: I was frozen with fear\tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo* response:	*T/L Note: be uncertain ever again
context: tachisukumi obieteta*\*T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again response:	*T/L Note: be uncertain ever again
context: *T/L Note: thinking of the fate that awaited me\*T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again response:	nido to modorenai kako mo ashita kara kate ni shite*
context: *T/L Note: thinking of the fate that awaited me\mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite* response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: mou kess- hite mayo- wanai you ni*\*T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on response:	*T/L Note: The past that can't be written will support me from tomorrow on
context: *T/L Note: I'll become so strong that I won't\*T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on response:	sou yatte noriko- ete yuku no sa*
context: *T/L Note: I'll become so strong that I won't\tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa* response:	*T/L Note: I'll overcome it all
context: tsuyoku natte yuku yo*\*T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all response:	*T/L Note: I'll overcome it all
context: *T/L Note: be uncertain ever again\*T/L Note: be uncertain ever again\nido to modorenai kako mo ashita kara kate ni shite*\*T/L Note: The past that can't be written will support me from tomorrow on\*T/L Note: The past that can't be written will support me from tomorrow on\sou yatte noriko- ete yuku no sa*\*T/L Note: I'll overcome it all\*T/L Note: I'll overcome it all response:	sou shite boku wa boku ni naru*
